,FID,RANGERDIST,REGION,FORESTNUMB,DISTRICTNU,DISTRICTOR,FORESTNAME,DISTRICTNA,GIS_ACRES,SHAPE_AREA,SHAPE_LEN
231,231,99020408010343,2,4,8,20408,"Grand Mesa, Uncompahgre and Gunnison National Forests",Paonia Ranger District,479991.893,0.201688366,4.651652267
232,232,99030406010343,3,4,6,30406,Coconino National Forest,Red Rock Ranger District,537216.785,0.213897709,4.004205377
233,233,99050853010343,5,8,53,50853,Mendocino National Forest,Grindstone Ranger District,534236.582,0.226957379,3.359462587
234,234,99021401010343,2,14,1,21401,Shoshone National Forest,Clarks Fork Ranger District,506591.215,0.23326408,2.517888402
235,235,99081103010343,8,11,3,81103,National Forests in North Carolina,Croatan Ranger District,307599.781,0.12272796,2.168905015
236,236,99020402010343,2,4,2,20402,"Grand Mesa, Uncompahgre and Gunnison National Forests",Grand Valley Ranger District,557621.761,0.234410326,5.736619054
237,237,99080806010343,8,8,6,80806,George Washington and Jefferson National Forest,Warm Springs Ranger District,316979.924,0.13174045,2.969808899
238,238,99080501010343,8,5,1,80501,National Forests in Florida,Apalachicola Ranger District,314236.081,0.119050662,2.741853898
239,239,99050552010343,5,5,52,50552,Klamath National Forest,Happy Camp Ranger District,359549.495,0.157541016,1.999358611
240,240,99061803010343,6,18,3,61803,Willamette National Forest,Sweet Home Ranger District,230829.262,0.105602315,2.715290305
241,241,99080909010343,8,9,9,80909,Ouachita National Forest,Poteau Ranger District,241949.877,0.09649703,2.404330763
242,242,99031204010343,3,12,4,31204,Tonto National Forest,Payson Ranger District,463372.801,0.183568201,3.184304739
243,243,99050558010343,5,5,58,50558,Klamath National Forest,Ukonom Ranger District,190355.51,0.083037761,1.783947756
244,244,99060213010343,6,2,13,60213,Fremont-Winema National Forest,Klamath Ranger District,203475.186,0.090173738,2.127591957
245,245,99080813010343,8,8,13,80813,George Washington and Jefferson National Forest,Glenwood and Pedlar Ranger Districts,446753.988,0.184750015,4.557211575
246,246,99011806010343,1,18,6,11806,Dakota Prairie Grasslands,Grand River Ranger District,448306.602,0.209717147,5.397747022
247,247,99020605010343,2,6,5,20605,Medicine Bow-Routt National Forest,Laramie Ranger District,370367.717,0.160924895,3.498273232
248,248,99090704010343,9,7,4,90704,Ottawa National Forest,Kenton Ranger District,264042.827,0.125230026,2.107522027
249,249,99040803010343,4,8,3,40803,Fishlake National Forest,Beaver Ranger District,313238.312,0.130684676,1.863438079
250,250,99061405010343,6,14,5,61405,Umatilla National Forest,North Fork John Day Ranger District,512458.491,0.236689262,6.520677812
251,251,99100531010343,10,5,31,100531,Tongass National Forest,Sitka Ranger District,1926510.129,1.160041342,65.12337798
252,252,99051052010343,5,10,52,51052,Six Rivers National Forest,Orleans Ranger District,219101.375,0.095388396,2.174173049
253,253,99081303010343,8,13,3,81303,National Forests in Texas,Davy Crockett Ranger District,389609.015,0.149364598,3.53378818
254,254,99081007010343,8,10,7,81007,Ozark-St. Francis National Forest,St. Francis Ranger District,31135.214,0.012390172,0.797462024
255,255,99062104010343,6,21,4,62104,Colville National Forest,Republic Ranger District,244492.445,0.12092148,5.252104011
256,256,99060301010343,6,3,1,60301,Gifford Pinchot National Forest,Mount St. Helens National Volcanic Monument,132561.073,0.062584578,2.004161648
257,257,99040204010343,4,2,4,40204,Boise National Forest,Cascade Ranger District,401299.862,0.184240702,4.826585495
258,258,99050152010343,5,1,52,50152,Angeles National Forest,San Gabriel Mountains National Monument Ranger District,369194.179,0.146347256,2.989468309
259,259,99030102010343,3,1,2,30102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,616541.499,0.244775289,3.445621035
260,260,99060905010343,6,9,5,60905,Olympic National Forest,Pacific Ranger District/Forks,165823.041,0.080921925,2.891498055
261,261,99081001010343,8,10,1,81001,Ozark-St. Francis National Forest,Sylamore Ranger District,171622.466,0.069471997,1.625692484
262,262,99050452010343,5,4,52,50452,Inyo National Forest,Mammoth Ranger District,167275.265,0.069089034,1.635331489
263,263,99080717010343,8,7,17,80717,National Forests in Mississippi,Tombigbee Ranger District,119671.372,0.046994773,1.805906381
264,264,99030903010343,3,9,3,30903,Prescott National Forest,Bradshaw Ranger District,438229.096,0.173890179,2.773814393
265,265,99021503010343,2,15,3,21503,White River National Forest,Sopris Ranger District,433146.383,0.182975641,4.347611244
266,266,99080502010343,8,5,2,80502,National Forests in Florida,Lake George Ranger District,232923.967,0.087547071,1.897142821
267,267,99021402010343,2,14,2,21402,Shoshone National Forest,Greybull Ranger District,310929.44,0.141111382,2.511293579
268,268,99100430010343,10,4,30,100430,Chugach National Forest,Seward Ranger District,868071.225,0.574066202,7.96932204
269,269,99081202010343,8,12,2,81202,Francis Marion and Sumter National Forests,Andrew Pickens Ranger District,140435.805,0.05601953,1.923823346
270,270,99090905010343,9,9,5,90905,Superior National Forest,Kawishiwi Ranger District,718380.285,0.349696107,4.137995744
271,271,99091005010343,9,10,5,91005,Hiawatha National Forest,St. Ignace Ranger District,199624.021,0.09390213,2.369926178
272,272,99060211010343,6,2,11,60211,Fremont-Winema National Forest,Chemult Ranger District,422191.889,0.188991794,4.319620091
273,273,99060212010343,6,2,12,60212,Fremont-Winema National Forest,Chiloquin Ranger District,475550.886,0.21127088,7.358365097
274,274,99100551010343,10,5,10,100510,Tongass National Forest,Craig Ranger District,1288078.366,0.735118627,67.41013927
275,275,99060606010343,6,6,6,60606,Mt. Hood National Forest,Hood River Ranger District,207901.605,0.096770776,3.141048349
276,276,99040203010343,4,2,3,40203,Boise National Forest,Idaho City Ranger District,568017.047,0.257392337,3.959672198
277,277,99010206010343,1,2,6,10206,Beaverhead-Deerlodge National Forest,Madison Ranger District,751356.604,0.347325186,6.902942399
278,278,99030103010343,3,1,3,30103,Apache-Sitgreaves National Forests,Clifton Ranger District,500626.659,0.196156251,2.360421942
279,279,99051351010343,5,13,51,51351,Sequoia National Forest,Hume Lake Ranger District,183462.992,0.074943721,2.424768644
280,280,99091903010343,9,19,3,91903,Allegheny National Forest,Bradford Ranger District,373762.888,0.163778466,2.964567701
281,281,99100552010343,10,5,52,100552,Tongass National Forest,Ketchikan - Misty Ranger District,3329765.696,1.920940322,50.43086391
282,282,99020206010343,2,2,6,20206,Bighorn National Forest,Tongue Ranger District,413998.102,0.190157807,3.27717222
283,283,99060502010343,6,5,2,60502,Mt. Baker-Snoqualmie National Forest,Darrington Ranger District,565321.013,0.27668017,4.918194062
284,284,99060305010343,6,3,5,60305,Gifford Pinchot National Forest,Cowlitz Valley Ranger District,653885.601,0.310301972,6.022489687
285,285,99021501010343,2,15,1,21501,White River National Forest,Aspen Ranger District,274937.841,0.115934078,2.501827836
286,286,99020308010343,2,3,8,20308,Black Hills National Forest,Northern Hills Ranger District,375747.212,0.171433473,2.98247626
287,287,99080901010343,8,9,1,80901,Ouachita National Forest,Choctaw Ranger District,138918.461,0.055367552,2.03220627
288,288,99060803010343,6,21,9,62109,Colville National Forest,Tonasket Ranger District,398630.248,0.197190601,7.782273703
289,289,99041301010343,4,13,1,41301,Salmon-Challis National Forest,Salmon-Cobalt Ranger District,642333.138,0.296893169,5.282364594
290,290,99060203010343,6,2,3,60203,Fremont-Winema National Forest,Paisley Ranger District,323464.915,0.143614737,2.888826115
291,291,99011603010343,1,16,3,11603,Lolo National Forest,Missoula Ranger District,622654.131,0.29659209,7.811556553
292,292,99021504010343,2,15,4,21504,White River National Forest,Eagle Ranger District,321630.684,0.136634436,3.661885453
293,293,99051753010343,5,17,53,51753,Tahoe National Forest,Yuba River Ranger District,465732.37,0.197310347,4.605473418
294,294,99030501010343,3,5,1,30501,Coronado National Forest,Douglas Ranger District,433953.616,0.167201911,3.963199798
295,295,99090303010343,9,3,3,90303,Chippewa National Forest,Deer River Ranger District,660671.695,0.318976991,3.664169725
296,296,99080608010343,8,6,8,80608,Kisatchie National Forest,Caney Ranger District,59462.128,0.023174264,1.432443957
297,297,99081111010343,8,11,11,81111,National Forests in North Carolina,Nantahala Ranger District,691398.924,0.277012079,2.899798078
298,298,99080902010343,8,9,2,80902,Ouachita National Forest,Caddo Ranger District,252966.382,0.100379688,2.544343101
299,299,99100533010343,10,5,33,100533,Tongass National Forest,Juneau Ranger District,3501196.581,2.174083247,35.83239311
300,300,99050454010343,5,4,54,50454,Inyo National Forest,Mt. Whitney Ranger District,594793.326,0.242472107,4.621749827
301,301,99041304010343,4,13,4,41304,Salmon-Challis National Forest,Lost River Ranger District,814856.36,0.369608138,8.65485282
302,302,99020603010343,2,6,3,20603,Medicine Bow-Routt National Forest,Hahns Peak-Bears Ears Ranger District,500034.678,0.215681442,4.20279129
303,303,99061502010343,6,15,2,61502,Umpqua National Forest,Tiller Ranger District,362434.89,0.161866755,2.636313921
304,304,99040206010343,4,2,6,40206,Boise National Forest,Emmett Ranger District,353824.782,0.161343824,4.453351389
305,305,99011606010343,1,16,6,11606,Lolo National Forest,Seeley Lake Ranger District,439006.451,0.210894804,4.684703822
306,306,99031201010343,3,12,1,31201,Tonto National Forest,Cave Creek Ranger District,611250.751,0.241467319,2.549490789
307,307,99080217010343,8,2,17,80217,Daniel Boone National Forest,Redbird Ranger District,682149.695,0.280002973,3.524650328
308,308,99021006010343,2,10,6,21006,Arapaho and Roosevelt National Forests,Pawnee Ranger District,768181.308,0.331694545,3.501975808
309,309,99081110010343,8,11,10,81110,National Forests in North Carolina,Uwharrie Ranger District,219721.745,0.088217502,2.876344802
310,310,99051053010343,5,10,53,51053,Six Rivers National Forest,Lower Trinity Ranger District,225251.129,0.097404349,3.559733701
311,311,99080505010343,8,5,5,80505,National Forests in Florida,Seminole Ranger District,210245.232,0.078844905,2.026847549
312,312,99010407010343,1,4,7,10407,Idaho Panhandle National Forests,Bonners Ferry Ranger District,488801.073,0.242135878,5.568723542
313,313,99080506010343,8,5,6,80506,National Forests in Florida,Wakulla Ranger District,327796.289,0.124331936,2.067438169
314,314,99051103010343,5,11,3,51103,Plumas National Forest,Feather River Ranger District,392504.844,0.166851428,6.855625159
315,315,99030603010343,3,6,3,30603,Gila National Forest,Quemado Ranger District,603228.699,0.238212398,2.966301305
316,316,99080504010343,8,5,4,80504,National Forests in Florida,Osceola Ranger District,337981.867,0.128398634,2.178555122
317,317,99080404010343,8,4,4,80404,Cherokee National Forest,Tellico Ranger District,216849.617,0.087051999,1.81546842
318,318,99051252010343,5,12,52,51252,San Bernardino National Forest,Mountaintop Ranger District,285393.382,0.113045077,2.195591189
319,319,99060105010343,6,1,5,60105,Deschutes National Forest,Sisters Ranger District,397832.939,0.181804884,2.41969372
320,320,99050551010343,5,5,51,50551,Klamath National Forest,Oak Knoll Ranger District,335238.595,0.147127392,3.57156521
321,321,99041302010343,4,13,2,41302,Salmon-Challis National Forest,Challis-Yankee Fork Ranger District,802906.788,0.367115437,9.189446533
322,322,99030502010343,3,5,2,30502,Coronado National Forest,Nogales Ranger District,352562.921,0.135558096,2.920151402
323,323,99050956010343,5,9,56,50956,Modoc National Forest,Doublehead Ranger District,569835.487,0.249578983,4.387778817
324,324,99010204010343,1,2,4,10204,Beaverhead-Deerlodge National Forest,Butte Ranger District,675794.092,0.317824047,12.34986419
325,325,99021210010343,2,12,10,21210,Pike and San Isabel National Forests,South Park Ranger District,540709.353,0.227974676,6.020918714
326,326,99080908010343,8,9,8,80908,Ouachita National Forest,Oden Ranger District,226999.245,0.090406197,1.986859177
327,327,99021405010343,2,14,5,21405,Shoshone National Forest,Wind River Ranger District,546636.824,0.246740926,4.822730378
328,328,99030504010343,3,5,4,30504,Coronado National Forest,Safford Ranger District,411205.774,0.159942165,3.999123425
329,329,99041555010343,4,15,55,41555,Caribou-Targhee National Forest,Soda Springs Ranger District,365213.896,0.162885233,4.009141827
330,330,99100532010343,10,5,32,100532,Tongass National Forest,Hoonah Ranger District,673051.995,0.413982064,18.87796402
331,331,99030207010343,3,2,7,30207,Carson National Forest,Questa Ranger District,276275.915,0.112754779,2.384398197
332,332,99021502010343,2,15,2,21502,White River National Forest,Blanco Ranger District,366186.388,0.156244431,3.892813078
333,333,99031206010343,3,12,6,31206,Tonto National Forest,Tonto Basin Ranger District,538716.444,0.212213352,3.487565792
334,334,99040306010343,4,3,6,40306,Bridger-Teton National Forest,Blackrock Ranger District,722458.846,0.327921677,3.797988947
335,335,99051454010343,5,14,54,51454,Shasta-Trinity National Forest,Big Bar Ranger District,444415.519,0.19215514,2.944640267
336,336,99100521010343,10,5,21,100521,Tongass National Forest,Petersburg Ranger District,1946413.873,1.158644351,49.36671367
337,337,99050254010343,5,2,54,50254,Cleveland National Forest,Descanso Ranger District,214840.005,0.08369875,1.957327196
338,338,99011705010343,1,17,5,11705,Nez Perce-Clearwater National Forest,Red River Ranger District,781579.117,0.365370189,4.115288287
339,339,99030106010343,3,1,6,30106,Apache-Sitgreaves National Forests,Springerville Ranger District,273662.17,0.108097287,2.599223706
340,340,99080911010343,8,9,11,80911,Ouachita National Forest,Winona Ranger District,158864.261,0.063373308,1.39099474
341,341,99090802010343,9,8,2,90802,Shawnee National Forest,Mississippi Bluffs Ranger District,373630.965,0.154125862,4.010317343
342,342,99050356010343,5,3,56,50356,Eldorado National Forest,Placerville Ranger District,205504.264,0.086135982,4.511882983
343,343,99030303010343,3,3,3,30303,Cibola National Forest,Magdalena Ranger District,1076878.544,0.425428139,6.036471029
344,344,99021001010343,2,10,1,21001,Arapaho and Roosevelt National Forests,Boulder Ranger District,246023.064,0.105076917,2.339747069
345,345,99060204010343,6,2,4,60204,Fremont-Winema National Forest,Silver Lake Ranger District,443202.799,0.198281727,3.211364958
346,346,99041307010343,4,13,7,41307,Salmon-Challis National Forest,North Fork Ranger District,775711.035,0.360410159,5.845956258
347,347,99051456010343,5,14,56,51456,Shasta-Trinity National Forest,Weaverville Ranger District,435074.817,0.188387166,2.697660003
348,348,99020405010343,2,4,5,20405,"Grand Mesa, Uncompahgre and Gunnison National Forests",Norwood Ranger District,393437.672,0.163553249,4.762130646
349,349,99081205010343,8,12,5,81205,Francis Marion and Sumter National Forests,Wambaw/Witherbee Ranger District,420401.751,0.164452696,2.421636324
350,350,99060702010343,6,7,2,60702,Ochoco National Forest,Paulina Ranger District,383582.797,0.175147505,3.686158748
351,351,99061606010343,6,16,6,61606,Wallowa-Whitman National Forest,La Grande Ranger District,459055.435,0.212733608,8.96324534
352,352,99080211010343,8,2,11,80211,Daniel Boone National Forest,Cumberland Ranger District,473612.902,0.196469829,5.411410606
353,353,99041908010343,4,19,8,41908,Uinta-Wasatch-Cache National Forest,Spanish Fork Ranger District,489193.069,0.208851266,4.405315738
354,354,99030701010343,3,7,1,30701,Kaibab National Forest,Williams Ranger District,593897.441,0.238091473,3.217283009
355,355,99092104010343,9,21,4,92104,Monongahela National Forest,Marlinton Ranger District,311249.399,0.129730929,3.071025594
356,356,99061604010343,6,16,4,61604,Wallowa-Whitman National Forest,Hells Canyon National Recreation Area,114989.505,0.303112725,4.622475277
357,357,99050355010343,5,3,55,50355,Eldorado National Forest,Pacific Ranger District,199660.132,0.083912523,1.774881108
358,358,99010505010343,1,17,55,11755,Nez Perce-Clearwater National Forest,Lochsa/Powell Ranger District,951467.68,0.450529956,5.677731866
359,359,99080814010343,8,8,14,80814,George Washington and Jefferson National Forest,Mount Rogers National Recreation Area,424125.884,0.173397251,7.01017178
360,360,99040302010343,4,3,2,40302,Bridger-Teton National Forest,Big Piney Ranger District,449856.202,0.200859327,3.509648691
361,361,99061201010343,6,12,1,61201,Siuslaw National Forest,Hebo Ranger District,179715.526,0.083192536,6.409229426
362,362,99061704010343,6,17,4,61704,Okanogan-Wenatchee National Forest,Methow Valley Ranger District,1334630.525,0.65887704,6.95142292
363,363,99080603010343,8,6,3,80603,Kisatchie National Forest,Kisatchie Ranger District,175685.477,0.067477104,1.235843341
364,364,99061006010343,6,10,24,61024,Rogue River-Siskiyou National Forests,High Cascades Ranger District,459259.701,0.204217768,4.079875538
365,365,99090301010343,9,3,1,90301,Chippewa National Forest,Blackduck Ranger District,458601.328,0.221971237,2.444854316
366,366,99080802010343,8,8,2,80802,George Washington and Jefferson National Forest,North River Ranger District,543118.997,0.226656461,3.189692723
367,367,99010401010343,1,4,3,10403,Idaho Panhandle National Forests,Coeur d'Alene River Ranger District,807892.134,0.391967951,6.373536358
368,368,99041906010343,4,19,6,41906,Uinta-Wasatch-Cache National Forest,Ogden Ranger District,584697.682,0.254676674,4.166781751
369,369,99080811010343,8,8,11,80811,George Washington and Jefferson National Forest,Eastern Divide Ranger District,776693.667,0.3195209,7.899549096
370,370,99030606010343,3,6,6,30606,Gila National Forest,Reserve Ranger District,612876.15,0.2410713,2.941586072
371,371,99090405010343,9,4,5,90405,Huron-Manistee National Forest,Mio Ranger District,225546.533,0.103431097,1.981229428
372,372,99031006010343,3,10,6,31006,Santa Fe National Forest,Espanola Ranger District,366235.263,0.147988752,4.514590466
373,373,99020706010343,2,7,6,20706,Nebraska National Forest,Wall Ranger District,486993.076,0.220485729,5.946487597
374,374,99011103010343,1,11,3,11103,Custer Gallatin National Forest,Gardiner Ranger District,419554.913,0.194111272,4.695834685
375,375,99020306010343,2,3,6,20306,Black Hills National Forest,Mystic Ranger District,357436.171,0.162297997,3.201278383
376,376,99090705010343,9,7,5,90705,Ottawa National Forest,Ontonagon Ranger District,182803.747,0.086977122,2.462041608
377,377,99020407010343,2,4,7,20407,"Grand Mesa, Uncompahgre and Gunnison National Forests",Gunnison Ranger District,1357830.94,0.567664586,11.73560354
378,378,99030101010343,3,1,1,30101,Apache-Sitgreaves National Forests,Alpine Ranger District,449398.469,0.176942619,2.21977762
379,379,99080405010343,8,4,2,80402,Cherokee National Forest,Unaka Ranger District,342490.036,0.138572093,3.425695167
380,380,99051654010343,5,16,54,51654,Stanislaus National Forest,Groveland Ranger District,241995.661,0.100230465,2.696785131
381,381,99081002010343,8,10,2,81002,Ozark-St. Francis National Forest,Buffalo Ranger District,315733.622,0.127429599,2.6031202
382,382,99041554010343,4,15,54,41554,Caribou-Targhee National Forest,Palisades Ranger District,472994.294,0.212607681,3.765831669
383,383,99050751010343,5,7,51,50751,Los Padres National Forest,Monterey Ranger District,333703.014,0.135248666,4.056991875
384,384,99021404010343,2,14,4,21404,Shoshone National Forest,Wapiti Ranger District,785014.473,0.35844426,5.172385311
385,385,99030304010343,3,3,4,30304,Cibola National Forest,Mountainair Ranger District,255680.068,0.101515059,3.125233192
386,386,99060201010343,6,2,1,60201,Fremont-Winema National Forest,Bly Ranger District,504323.71,0.223240209,5.438206632
387,387,99040303010343,4,3,3,40303,Bridger-Teton National Forest,Greys River Ranger District,485101.506,0.216239772,3.508763844
388,388,99010402010343,1,4,4,10404,Idaho Panhandle National Forests,St. Joe Ranger District,870590.026,0.417818083,11.5426632
389,389,99090523010343,9,5,23,90523,Mark Twain National Forest,Doniphan / Eleven Point Ranger District,505402.169,0.206552766,2.723622794
390,390,99060705010343,6,7,5,60705,Ochoco National Forest,Crooked River National Grassland,173645.752,0.079523353,2.842904102
391,391,99030206010343,3,2,6,30206,Carson National Forest,Tres Piedras Ranger District,387716.828,0.158169093,3.558063789
392,392,99020604010343,2,6,4,20604,Medicine Bow-Routt National Forest,Parks Ranger District,489062.726,0.210538279,6.183043041
393,393,99060202010343,6,2,2,60202,Fremont-Winema National Forest,Lakeview Ranger District,443737.617,0.195741904,4.419588314
394,394,99021206010343,2,12,6,21206,Pike and San Isabel National Forests,Comanche Ranger District,1122279.791,0.461795487,7.077254649
395,395,99040703010343,4,7,3,40703,Dixie National Forest,Powell Ranger District,388877.841,0.161003553,3.275601019
396,396,99080104010343,8,1,4,80104,National Forests in Alabama,Oakmulgee Ranger District,329347.264,0.128369306,2.61401004
397,397,99050557010343,5,5,57,50557,Klamath National Forest,Goosenest Ranger District,361460.835,0.158161166,10.40263553
398,398,99060901010343,6,9,1,60901,Olympic National Forest,Hood Canal Ranger District/Hoodsport,227473.748,0.109852579,2.40904044
399,399,99080708010343,8,7,4,80704,National Forests in Mississippi,Homochitto Ranger District,380642.161,0.146149217,4.167557755
400,400,99080105010343,8,1,5,80105,National Forests in Alabama,Shoal Creek Ranger District,176550.779,0.069499352,2.305477901
401,401,99090906010343,9,9,6,90906,Superior National Forest,Lacroix Ranger District,1035050.412,0.506611471,5.775766668
402,402,99051552010343,5,15,52,51552,Sierra National Forest,High Sierra Ranger District,912076.034,0.374499086,3.920236796
403,403,99030801010343,3,8,1,30801,Lincoln National Forest,Smokey Bear Ranger District,423758.577,0.166514335,4.488941422
404,404,99040304010343,4,3,4,40304,Bridger-Teton National Forest,Jackson Ranger District,695025.412,0.312805827,5.04690337
405,405,99020701010343,2,7,1,20701,Nebraska National Forest,Bessey Ranger District,206784.05,0.091420238,2.337823837
406,406,99091403010343,9,14,3,91403,Wayne National Forest,Ironton Ranger District,316982.265,0.132835406,2.076482768
407,407,99081109010343,8,11,9,81109,National Forests in North Carolina,Tusquittee Ranger District,397612.931,0.159107071,3.313534507
408,408,99030201010343,3,2,1,30201,Carson National Forest,Canjilon Ranger District,150657.454,0.06128644,1.69477745
409,409,99080214010343,8,2,14,80214,Daniel Boone National Forest,London Ranger District,507308.506,0.20853657,5.30660994
410,410,99041202010343,4,12,2,41202,Payette National Forest,Weiser Ranger District,121902.543,0.055979258,1.707517509
411,411,99091003010343,9,10,3,91003,Hiawatha National Forest,Munising Ranger District,303625.207,0.143555364,3.299405685
412,412,99030703010343,3,7,3,30703,Kaibab National Forest,North Kaibab Ranger District,655892.19,0.267248476,3.812668621
413,413,99091001010343,9,10,1,91001,Hiawatha National Forest,Rapid River Ranger District,295604.204,0.138848778,3.061875643
414,414,99041306010343,4,13,6,41306,Salmon-Challis National Forest,Middle Fork Ranger District,1031514.734,0.473662525,4.430958786
415,415,99020903010343,2,9,3,20903,Rio Grande National Forest,Conejos Peak Ranger District,398614.196,0.163823418,3.510191355
416,416,99030203010343,3,2,3,30203,Carson National Forest,Jicarilla Ranger District,157892.421,0.064511237,1.410981679
417,417,99050856010343,5,8,56,50856,Mendocino National Forest,Covelo Ranger District,227019.158,0.096734211,2.299922558
418,418,99041706010343,4,17,6,41706,Humboldt-Toiyabe National Forest,Mountain City-Ruby Mountains-Jarbidge Ranger District,1201311.924,0.522863977,8.724667482
419,419,99061801010343,6,18,1,61801,Willamette National Forest,McKenzie River Ranger District,520794.207,0.237065525,4.521331125
420,420,99051551010343,5,15,51,51551,Sierra National Forest,Bass Lake Ranger District,482227.063,0.198718185,3.978721507
421,421,99011404010343,1,14,4,11404,Kootenai National Forest,Three Rivers Ranger District,663494.042,0.327765365,4.716088834
422,422,99090401010343,9,4,1,90401,Huron-Manistee National Forest,Baldwin Ranger District,377372.18,0.170999193,2.769707346
423,423,99080812010343,8,8,12,80812,George Washington and Jefferson National Forest,Clinch Ranger District,319084.203,0.130673206,4.425538047
424,424,99061705010343,6,17,5,61705,Okanogan-Wenatchee National Forest,Entiat Ranger District,276563.781,0.134529821,5.194105119
425,425,99092001010343,9,20,1,92001,Green Mountain and Finger Lakes National Forests,Middlebury Ranger District,117113.996,0.053117673,2.050586134
426,426,99040101010343,4,1,1,40101,Ashley National Forest,Flaming Gorge Ranger District,354282.467,0.153415906,4.383758897
427,427,99010302010343,1,3,2,10302,Bitterroot National Forest,Darby Ranger District,371027.402,0.174657048,4.472010058
428,428,99011401010343,1,14,1,11401,Kootenai National Forest,Rexford Ranger District,331384.722,0.164041307,2.929387248
429,429,99021306010343,2,13,6,21306,San Juan National Forest,Pagosa Ranger District,698223.174,0.287320789,4.06500466
430,430,99080602010343,8,6,2,80602,Kisatchie National Forest,Calcasieu Ranger District,312685.528,0.119642606,2.491006753
431,431,99080702010343,8,7,2,80702,National Forests in Mississippi,De Soto Ranger District,640678.532,0.24460193,3.700405534
432,432,99050151010343,5,1,51,50151,Angeles National Forest,Los Angeles Gateway Ranger District,337521.811,0.13407979,4.154213433
433,433,99031002010343,3,10,2,31002,Santa Fe National Forest,Cuba Ranger District,254630.763,0.103223842,3.141000714
434,434,99041902010343,4,19,2,41902,Uinta-Wasatch-Cache National Forest,Pleasant Grove Ranger District,150637.619,0.064667488,1.568479475
435,435,99010503010343,1,17,53,11753,Nez Perce-Clearwater National Forest,North Fork Ranger District,777996.793,0.370484936,4.34069525
436,436,99050753010343,5,7,53,50753,Los Padres National Forest,Santa Lucia Ranger District,514028.633,0.20552774,5.268216041
437,437,99030505010343,3,5,5,30505,Coronado National Forest,Santa Catalina Ranger District,265840.793,0.103059206,2.590436969
438,438,99020602010343,2,6,2,20602,Medicine Bow-Routt National Forest,Brush Creek-Hayden Ranger District,580315.38,0.252186523,5.028044909
439,439,99080604010343,8,6,4,80604,Kisatchie National Forest,Winn Ranger District,326815.507,0.126098958,3.338854558
440,440,99040802010343,4,8,2,40802,Fishlake National Forest,Fremont River Ranger District,521160.942,0.217333345,4.166725046
441,441,99041556010343,4,15,56,41556,Caribou-Targhee National Forest,Teton Basin Ranger District,267704.074,0.121021304,3.275819901
442,442,99051353010343,5,13,52,51352,Sequoia National Forest,Western Divide Ranger District,337715.415,0.136822577,2.858783604
443,443,99061103010343,6,10,26,61026,Rogue River-Siskiyou National Forests,Gold Beach Ranger District,490521.69,0.216943244,3.463292969
444,444,99041901010343,4,19,1,41901,Uinta-Wasatch-Cache National Forest,Salt Lake Ranger District,288041.538,0.12424188,4.018223541
445,445,99021508010343,2,15,8,21508,White River National Forest,Rifle Ranger District,313949.266,0.133173995,4.455862347
446,446,99061002010343,6,10,20,61020,Rogue River-Siskiyou National Forests,Siskiyou Mountains Ranger District,231329.691,0.101808285,2.344816777
447,447,99051451010343,5,14,51,51451,Shasta-Trinity National Forest,Yolla Bolla Ranger District,239483.664,0.102613817,2.060667851
448,448,99040102010343,4,1,2,40102,Ashley National Forest,Vernal Ranger District,341243.295,0.147168563,2.379286141
449,449,99041204010343,4,12,4,41204,Payette National Forest,McCall Ranger District,557061.766,0.258118922,4.409933827
450,450,99050953010343,5,9,53,50953,Modoc National Forest,Warner Mountain Ranger District,361422.456,0.157716013,3.009305733
451,451,99080403010343,8,4,3,80403,Cherokee National Forest,Ocoee Ranger District,240197.274,0.096133728,1.823212026
452,452,99041553010343,4,15,53,41553,Caribou-Targhee National Forest,Montpelier Ranger District,428045.876,0.189261412,4.001702041
453,453,99041903010343,4,19,3,41903,Uinta-Wasatch-Cache National Forest,Heber-Kamas Ranger District,536932.688,0.23065208,4.274323257
454,454,99020904010343,2,9,4,20904,Rio Grande National Forest,Divide Ranger District,1010662.796,0.417934329,4.922359668
455,455,99090901010343,9,9,1,90901,Superior National Forest,Laurentian Ranger District,751115.442,0.362938981,4.965734967
456,456,99051054010343,5,10,54,51054,Six Rivers National Forest,Mad River Ranger District,280272.721,0.12010935,2.993305373
457,457,99060102010343,6,1,2,60102,Deschutes National Forest,Crescent Ranger District,410536.964,0.184822258,3.238660114
458,458,99061406010343,6,14,6,61406,Umatilla National Forest,Walla Walla Ranger District,408273.007,0.191076316,4.823623175
459,459,99061703010343,6,17,3,61703,Okanogan-Wenatchee National Forest,Cle Elum Ranger District,477292.668,0.229783756,5.608357741
460,460,99011407010343,1,14,7,11407,Kootenai National Forest,Cabinet Ranger District,468514.777,0.22819361,4.897001107
461,461,99041702010343,4,17,2,41702,Humboldt-Toiyabe National Forest,Bridgeport Ranger District,1117357.653,0.466321343,5.584313408
462,462,99080601010343,8,6,1,80601,Kisatchie National Forest,Catahoula Ranger District,188377.981,0.072429881,1.489734344
463,463,99011107010343,1,11,7,11107,Custer Gallatin National Forest,Hebgen Lake Ranger District,355699.128,0.163908988,2.44890735
464,464,99020609010343,2,6,9,20609,Medicine Bow-Routt National Forest,Douglas Ranger District/Thunder Basin National Grassland,2258381.233,1.016056958,11.18350796
