,MANAGING_ORG,MANAGING_ORG_NAME,PERMIT_CN,PERMIT_ID,ISSUE_DATE,TERMINATION_DATE,PERMIT_STATUS,LINE_TYPE,GRZ_YEAR,LIVESTOCK_NBR,LIVESTOCK_KIND,FROM_DATE,TO_DATE,AUM,HEAD_MONTHS,RMU_CN,RMU_ID,RMU_NAME,Unnamed: 18,Unnamed: 19,RMU_CN.1,AUM.1,HM
856,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,2.0,CATTLE,11/11,4/14,13.0,10.0,10159.010355,40703,INDIAN CREEK,,,10006.010452,0.0,0.0
857,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,4.0,CATTLE,11/11,4/14,26.0,20.0,10159.010355,40703,INDIAN CREEK,,,10007.010452,1101.0,835.0
858,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,8.0,CATTLE,11/11,4/14,54.0,41.0,10159.010355,40703,INDIAN CREEK,,,10003.010452,4671.0,3706.0
859,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,20.0,CATTLE,11/11,4/14,135.0,102.0,10159.010355,40703,INDIAN CREEK,,,16935.010452,532.0,403.0
860,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,48.0,CATTLE,5/1,6/1,66.0,50.0,10159.010355,40703,INDIAN CREEK,,,10029.010452,2688.0,2615.0
861,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,60.0,CATTLE,6/1,10/31,211.0,302.0,10159.010355,40703,INDIAN CREEK,,,10016.010452,519.0,1719.0
862,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,70.0,CATTLE,4/15,6/1,145.0,110.0,10159.010355,40703,INDIAN CREEK,,,10018.010452,519.0,1719.0
863,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,135.0,CATTLE,4/15,6/1,281.0,213.0,10159.010355,40703,INDIAN CREEK,,,10021.010452,1105.0,4059.0
864,11184.0,ASHLAND RANGER DISTRICT,3296538010602.0,40049,3/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,245.0,CATTLE,6/1,10/31,1626.0,1232.0,10159.010355,40703,INDIAN CREEK,,,10028.010452,3561.0,3179.0
865,11512.0,HELENA RANGER DISTRICT,5230410010602.0,20075,12/21/2017,12/31/2027,ACTIVE,AUTH_USE,2021.0,10.0,CATTLE,7/15,10/15,41.0,31.0,10057.010347,00280,INDIAN FLATS,,,98554.010602,1216.0,922.0
866,11512.0,HELENA RANGER DISTRICT,5230410010602.0,20075,12/21/2017,12/31/2027,ACTIVE,AUTH_USE,2021.0,30.0,CATTLE,7/15,10/15,121.0,92.0,10057.010347,00280,INDIAN FLATS,,,10192.010452,894.0,2964.0
867,11512.0,HELENA RANGER DISTRICT,5230410010602.0,20075,12/21/2017,12/31/2027,ACTIVE,AUTH_USE,2021.0,180.0,CATTLE,7/1,9/1,492.0,373.0,10057.010347,00280,INDIAN FLATS,,,10009.010452,346.0,1730.0
868,11801.0,SHEYENNE RANGER DISTRICT,6085586010602.0,SVGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,281.0,CATTLE,5/15,11/14,2244.0,1700.0,10022.010355,00905,J,,,10010.010452,354.0,1739.0
869,11801.0,SHEYENNE RANGER DISTRICT,6085586010602.0,SVGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,287.0,CATTLE,10/9,11/14,461.0,349.0,10022.010355,00905,J,,,10011.010452,246.0,1230.0
870,11183.0,SIOUX RANGER DISTRICT,6117027010602.0,30102,5/18/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,5.0,CATTLE,7/1,2/28,53.0,40.0,10105.010355,30784,J A CLARKSON,,,10024.010452,857.0,650.0
871,11183.0,SIOUX RANGER DISTRICT,6117027010602.0,30102,5/18/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,122.0,CATTLE,6/1,7/1,164.0,124.0,10105.010355,30784,J A CLARKSON,,,10000.010452,3626.0,2750.0
872,11183.0,SIOUX RANGER DISTRICT,6117027010602.0,30102,5/18/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,122.0,CATTLE,8/15,10/15,329.0,249.0,10105.010355,30784,J A CLARKSON,,,10004.010452,447.0,339.0
873,11183.0,SIOUX RANGER DISTRICT,4678583010602.0,30070,4/11/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,10.0,CATTLE,6/23,7/4,6.0,4.0,10107.010355,30786,J B CLARKSON,,,3406332.010602,1163.0,881.0
874,11183.0,SIOUX RANGER DISTRICT,4678583010602.0,30070,4/11/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,10.0,CATTLE,8/11,9/5,14.0,9.0,10107.010355,30786,J B CLARKSON,,,10195.010452,675.0,511.0
875,11183.0,SIOUX RANGER DISTRICT,4678583010602.0,30070,4/11/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,190.0,CATTLE,10/2,10/30,239.0,181.0,10107.010355,30786,J B CLARKSON,,,10001.010452,1399.0,1062.0
876,11183.0,SIOUX RANGER DISTRICT,4678583010602.0,30070,4/11/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,190.0,CATTLE,6/10,7/4,206.0,156.0,10107.010355,30786,J B CLARKSON,,,10025.010452,1336.0,1094.0
877,11183.0,SIOUX RANGER DISTRICT,4678583010602.0,30070,4/11/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,190.0,CATTLE,8/11,9/15,297.0,225.0,10107.010355,30786,J B CLARKSON,,,10030.010452,2085.0,1777.0
878,11106.0,BOZEMAN RANGER DISTRICT,5638813010602.0,60018B,3/4/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,111.0,CATTLE,7/15,10/1,380.0,288.0,10193.010364,00629,JACKSON CREEK,,,10032.010452,909.0,693.0
879,11806.0,GRAND RIVER RANGER DISTRICT,6101124010602.0,CRGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,35.0,CATTLE,5/5,8/15,157.0,119.0,10194.010355,00660,JAMESON,,,10026.010452,1840.0,1506.0
880,11183.0,SIOUX RANGER DISTRICT,6001877010602.0,30090,11/8/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,238.0,CATTLE,6/6,10/15,1364.0,1033.0,10106.010355,30785,J-B,,,10027.010452,174.0,132.0
881,10206.0,MADISON RANGER DISTRICT,4467820010602.0,20241,8/4/2015,12/31/2024,ACTIVE,AUTH_USE,2021.0,90.0,CATTLE,6/5,6/12,32.0,24.0,10176.010349,20181,JEFFERS,,,10031.010452,334.0,253.0
882,11183.0,SIOUX RANGER DISTRICT,6062017010602.0,30092,1/3/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,3.0,CATTLE,9/25,10/31,6.0,4.0,10108.010355,30787,JENKINS,,,10039.010452,957.0,727.0
883,11183.0,SIOUX RANGER DISTRICT,6062017010602.0,30092,1/3/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,14.0,CATTLE,11/1,2/28,56.0,56.0,10108.010355,30787,JENKINS,,,10040.010452,392.0,297.0
884,11183.0,SIOUX RANGER DISTRICT,6062017010602.0,30092,1/3/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,71.0,CATTLE,9/25,10/31,114.0,86.0,10108.010355,30787,JENKINS,,,18777.010452,1534.0,1163.0
885,10203.0,WISDOM RANGER DISTRICT,4645166010602.0,20198B,4/4/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,325.0,CATTLE,6/16,10/10,1650.0,1250.0,10105.010349,20211,JERKED PRAIRIE,,,10190.010452,1557.0,5154.0
886,10203.0,WISDOM RANGER DISTRICT,3418370010602.0,20027,6/13/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,428.0,CATTLE,7/1,9/30,1709.0,1295.0,10091.010349,20038,JERRY CREEK,,,18711.010452,774.0,587.0
887,10203.0,WISDOM RANGER DISTRICT,4645166010602.0,20198B,4/4/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,2.0,HORSE,7/1,9/30,7.0,6.0,10091.010349,20038,JERRY CREEK,,,10208.010452,416.0,315.0
888,10203.0,WISDOM RANGER DISTRICT,4645166010602.0,20198B,4/4/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,127.0,CATTLE,7/1,9/30,507.0,384.0,10091.010349,20038,JERRY CREEK,,,10214.010452,1369.0,1039.0
889,10203.0,WISDOM RANGER DISTRICT,4078697010602.0,20518A,4/28/2014,12/31/2023,ACTIVE,AUTH_USE,2021.0,2.0,HORSE,7/1,9/30,7.0,6.0,10091.010349,20038,JERRY CREEK,,,10216.010452,207.0,165.0
890,10203.0,WISDOM RANGER DISTRICT,4078697010602.0,20518A,4/28/2014,12/31/2023,ACTIVE,AUTH_USE,2021.0,150.0,CATTLE,7/1,9/30,599.0,454.0,10091.010349,20038,JERRY CREEK,,,10212.010452,942.0,714.0
891,11512.0,HELENA RANGER DISTRICT,5656007010602.0,20080,4/2/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,4.0,CATTLE,7/1,10/15,18.0,14.0,10048.010347,00204,JIMBALL,,,10211.010452,884.0,990.0
892,11512.0,HELENA RANGER DISTRICT,5656007010602.0,20080,4/2/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,8.0,CATTLE,6/16,10/30,48.0,36.0,10048.010347,00204,JIMBALL,,,10213.010452,720.0,998.0
893,11512.0,HELENA RANGER DISTRICT,5656007010602.0,20080,4/2/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,60.0,CATTLE,6/16,10/30,356.0,270.0,10048.010347,00204,JIMBALL,,,10210.010452,1691.0,1281.0
894,11512.0,HELENA RANGER DISTRICT,5656007010602.0,20080,4/2/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,85.0,CATTLE,7/1,9/30,339.0,257.0,10048.010347,00204,JIMBALL,,,10207.010452,1715.0,1299.0
895,11512.0,HELENA RANGER DISTRICT,5656007010602.0,20080,4/2/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,92.0,CATTLE,6/16,10/30,546.0,414.0,10048.010347,00204,JIMBALL,,,10209.010452,98.0,140.0
896,11183.0,SIOUX RANGER DISTRICT,6062017010602.0,30092,1/3/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,6.0,CATTLE,7/30,9/24,17.0,11.0,10109.010355,30788,JOHN BROWN,,,10217.010452,1608.0,1230.0
897,11183.0,SIOUX RANGER DISTRICT,6062017010602.0,30092,1/3/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,147.0,CATTLE,7/30,9/24,363.0,275.0,10109.010355,30788,JOHN BROWN,,,10203.010452,955.0,723.0
898,10206.0,MADISON RANGER DISTRICT,4982684010602.0,20059B,5/20/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,100.0,CATTLE,6/21,10/15,508.0,385.0,10177.010349,20182,JOHNNY GULCH,,,18058.010452,288.0,218.0
899,10208.0,PINTLER RANGER DISTRICT,4389109010602.0,90024A,5/19/2015,12/31/2024,ACTIVE,AUTH_USE,2021.0,10.0,CATTLE,8/15,9/15,15.0,11.0,10229.010349,90117,JONES,,,10194.010452,656.0,2371.0
900,11801.0,SHEYENNE RANGER DISTRICT,6085586010602.0,SVGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,128.0,CATTLE,5/20,11/4,939.0,711.0,10023.010355,00906,JONES,,,10197.010452,933.0,709.0
901,11801.0,SHEYENNE RANGER DISTRICT,6085586010602.0,SVGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,97.0,CATTLE,5/15,11/14,775.0,587.0,10024.010355,00907,JORDHEIM,,,10205.010452,0.0,0.0
902,11506.0,JUDITH-MUSSELSHELL RANGER DISTRICT,5632845010602.0,40113,2/20/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,40.0,CATTLE,7/1,10/15,186.0,141.0,10564.010344,00416,JUDITH,,,10196.010452,426.0,323.0
903,10201.0,DILLON RANGER DISTRICT,3332322010602.0,20137B,2/15/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,75.0,CATTLE,7/1,9/30,300.0,227.0,10038.010349,20096,KATE CREEK,,,10201.010452,506.0,383.0
904,11511.0,TOWNSEND RANGER DISTRICT,6175657010602.0,10091P,7/28/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,37.0,CATTLE,7/15,9/15,102.0,77.0,10038.010347,00143,KEENE,,,10013.010421,1289.0,976.0
905,11514.0,LINCOLN RANGER DISTRICT,4691405010602.0,40020,5/3/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,700.0,SHEEP,7/1,8/26,394.0,1312.0,10102.010347,40416,KEEP COOL LIVERPOOL,,,10022.010421,938.0,710.0
906,11183.0,SIOUX RANGER DISTRICT,3679742010602.0,30049,2/26/2013,12/31/2022,ACTIVE,AUTH_USE,2021.0,4.0,CATTLE,6/6,8/15,14.0,9.0,10110.010355,30789,KENNEDY,,,4965692.010602,363.0,353.0
907,11183.0,SIOUX RANGER DISTRICT,3679742010602.0,30049,2/26/2013,12/31/2022,ACTIVE,AUTH_USE,2021.0,85.0,CATTLE,6/6,8/15,261.0,198.0,10110.010355,30789,KENNEDY,,,10016.010421,1333.0,1010.0
908,11183.0,SIOUX RANGER DISTRICT,5258167010602.0,30084,2/15/2018,12/31/2027,ACTIVE,AUTH_USE,2021.0,19.0,CATTLE,5/21,10/5,114.0,86.0,10111.010355,30790,KERR-WHITNEY,,,10019.010421,884.0,670.0
909,11183.0,SIOUX RANGER DISTRICT,5258167010602.0,30084,2/15/2018,12/31/2027,ACTIVE,AUTH_USE,2021.0,41.0,CATTLE,5/21,10/15,263.0,199.0,10111.010355,30790,KERR-WHITNEY,,,10018.010421,844.0,639.0
910,11183.0,SIOUX RANGER DISTRICT,6326902010602.0,30108,1/7/2021,12/31/2029,ACTIVE,AUTH_USE,2021.0,15.0,CATTLE,5/21,10/5,90.0,68.0,10111.010355,30790,KERR-WHITNEY,,,10028.010421,477.0,361.0
911,11183.0,SIOUX RANGER DISTRICT,6326902010602.0,30108,1/7/2021,12/31/2029,ACTIVE,AUTH_USE,2021.0,41.0,CATTLE,5/21,10/5,246.0,186.0,10111.010355,30790,KERR-WHITNEY,,,10033.010421,500.0,379.0
912,11104.0,YELLOWSTONE RANGER DISTRICT,4083945010602.0,10014,5/28/2014,12/31/2023,INACTIVE,AUTH_USE,2021.0,15.0,CATTLE,7/1,9/15,50.0,38.0,10015.010364,00116,KID ROYAL,,,10024.010421,988.0,940.0
913,11104.0,YELLOWSTONE RANGER DISTRICT,4083945010602.0,10014,5/28/2014,12/31/2023,INACTIVE,AUTH_USE,2021.0,225.0,CATTLE,7/1,9/15,752.0,570.0,10015.010364,00116,KID ROYAL,,,4410881.010602,672.0,509.0
914,11104.0,YELLOWSTONE RANGER DISTRICT,6579011.0,10024T,7/1/2021,12/31/2021,ACTIVE,AUTH_USE,2021.0,8.0,CATTLE,11/19,12/30,17.0,11.0,10015.010364,00116,KID ROYAL,,,10014.010421,1169.0,886.0
915,11104.0,YELLOWSTONE RANGER DISTRICT,6579011.0,10024T,7/1/2021,12/31/2021,ACTIVE,AUTH_USE,2021.0,32.0,CATTLE,11/19,12/30,58.0,44.0,10015.010364,00116,KID ROYAL,,,3485730.010602,656.0,497.0
916,11104.0,YELLOWSTONE RANGER DISTRICT,6579011.0,10024T,7/1/2021,12/31/2021,ACTIVE,AUTH_USE,2021.0,91.0,CATTLE,11/19,12/30,166.0,126.0,10015.010364,00116,KID ROYAL,,,10029.010421,1831.0,1388.0
917,11801.0,SHEYENNE RANGER DISTRICT,6085586010602.0,SVGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,336.0,CATTLE,5/20,11/4,2464.0,1867.0,10025.010355,00908,KING,,,3487788.010602,589.0,446.0
918,11184.0,ASHLAND RANGER DISTRICT,4632975010602.0,40012A,1/26/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,300.0,CATTLE,5/20,11/30,2538.0,1923.0,10177.010355,40729,KING CREEK,,,10114.010421,1579.0,1196.0
919,11806.0,GRAND RIVER RANGER DISTRICT,6101124010602.0,CRGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,80.0,CATTLE,5/5,6/1,98.0,74.0,10205.010355,00672,KNISPEL,,,10015.010421,1500.0,1136.0
920,10208.0,PINTLER RANGER DISTRICT,5625996010602.0,90125B,12/31/2018,12/31/2028,ACTIVE,AUTH_USE,2021.0,46.0,CATTLE,7/1,8/1,63.0,48.0,10281.010349,90321,KOMICH,,,10026.010421,152.0,115.0
921,11183.0,SIOUX RANGER DISTRICT,4694299010602.0,30076,5/5/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,33.0,CATTLE,6/16,10/15,92.0,132.0,10112.010355,30791,KORTUM,,,11194.010421,109.0,156.0
922,11183.0,SIOUX RANGER DISTRICT,4694299010602.0,30076,5/5/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,40.0,CATTLE,6/16,10/15,112.0,160.0,10112.010355,30791,KORTUM,,,10032.010421,2063.0,2946.0
923,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,4.0,CATTLE,10/15,1/15,16.0,12.0,10241.010355,00619,KRISLE,,,10021.010421,309.0,234.0
924,11801.0,SHEYENNE RANGER DISTRICT,6085586010602.0,SVGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,334.0,CATTLE,5/20,11/4,1299.0,1856.0,10028.010355,00912,L X,,,10017.010421,1060.0,803.0
925,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,6.0,CATTLE,6/25,8/23,18.0,12.0,10243.010355,00625,L.J. SEIM,,,10020.010421,1005.0,761.0
926,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,149.0,CATTLE,6/1,9/22,737.0,558.0,10243.010355,00625,L.J. SEIM,,,10030.010421,120.0,91.0
927,10201.0,DILLON RANGER DISTRICT,4014335010602.0,20160A,6/6/2014,12/31/2023,ACTIVE,AUTH_USE,2021.0,15.0,CATTLE,6/15,9/15,32.0,46.0,10017.010349,20022,LAKE CREEK,,,10034.010421,1115.0,845.0
928,11403.0,FORTINE RANGER DISTRICT,5667294010602.0,30010,4/16/2019,12/31/2028,ACTIVE,AUTH_USE,2021.0,51.0,CATTLE,6/5,9/30,261.0,198.0,10008.010264,00304,LAKE CREEK,,,10025.010421,1604.0,1215.0
929,11403.0,FORTINE RANGER DISTRICT,5685483010602.0,30010P,4/25/2019,12/30/2028,ACTIVE,AUTH_USE,2021.0,36.0,CATTLE,6/5,9/30,185.0,140.0,10008.010264,00304,LAKE CREEK,,,10012.010421,1519.0,1151.0
930,11183.0,SIOUX RANGER DISTRICT,2979652010602.0,30033,3/11/2011,12/31/2021,ACTIVE,AUTH_USE,2021.0,3.0,CATTLE,6/6,10/15,20.0,13.0,10113.010355,30792,LAMPKIN GULCH,,,4965711.010602,301.0,430.0
931,11183.0,SIOUX RANGER DISTRICT,2979652010602.0,30033,3/11/2011,12/31/2021,ACTIVE,AUTH_USE,2021.0,84.0,CATTLE,6/6,10/15,482.0,365.0,10113.010355,30792,LAMPKIN GULCH,,,10031.010421,60.0,85.0
932,11183.0,SIOUX RANGER DISTRICT,3317928010602.0,30045,1/17/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,2.0,CATTLE,6/15,10/15,12.0,8.0,10114.010355,30793,LEDBETTER,,,10023.010421,1292.0,1242.0
933,11183.0,SIOUX RANGER DISTRICT,3317928010602.0,30045,1/17/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,49.0,CATTLE,6/15,10/15,261.0,198.0,10114.010355,30793,LEDBETTER,,,11193.010421,1373.0,1373.0
934,11801.0,SHEYENNE RANGER DISTRICT,6085586010602.0,SVGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,188.0,CATTLE,5/15,11/14,1501.0,1137.0,10027.010355,00911,LEIBBRAND,,,10027.010421,1049.0,795.0
935,10201.0,DILLON RANGER DISTRICT,5334333010602.0,20073B,6/5/2018,12/31/2027,ACTIVE,AUTH_USE,2021.0,0.0,CATTLE,7/16,8/9,0.0,0.0,10018.010349,20023,LEMHI PASS,,,10117.010421,846.0,641.0
936,11104.0,YELLOWSTONE RANGER DISTRICT,5056343010602.0,20052,6/1/2017,12/31/2026,ACTIVE,AUTH_USE,2021.0,50.0,CATTLE,7/20,7/29,21.0,16.0,10069.010364,00214,LEWIS,,,10116.010421,510.0,386.0
937,10201.0,DILLON RANGER DISTRICT,6016934010602.0,20098A,11/21/2019,12/31/2029,ACTIVE,AUTH_USE,2021.0,35.0,CATTLE,7/1,9/1,95.0,72.0,10033.010349,20087,LIMA PEAKS,,,4965707.010602,104.0,79.0
938,10208.0,PINTLER RANGER DISTRICT,3720866010602.0,90215,5/6/2013,12/31/2022,ACTIVE,AUTH_USE,2021.0,19.0,CATTLE,6/16,9/30,88.0,67.0,10228.010349,90116,LIME QUARRY-BUCK GULCH,,,4965702.010602,116.0,88.0
939,11184.0,ASHLAND RANGER DISTRICT,3654849010602.0,40052,5/15/2013,12/31/2022,ACTIVE,AUTH_USE,2021.0,60.0,CATTLE,5/20,11/15,469.0,355.0,10188.010355,40741,LISCOM BUTTE,,,10064.010421,1064.0,806.0
940,11184.0,ASHLAND RANGER DISTRICT,3945599010602.0,40056,11/14/2013,12/31/2024,ACTIVE,AUTH_USE,2021.0,1.0,CATTLE,1/1,12/31,16.0,12.0,10188.010355,40741,LISCOM BUTTE,,,10081.010421,808.0,651.0
941,11184.0,ASHLAND RANGER DISTRICT,3945599010602.0,40056,11/14/2013,12/31/2024,ACTIVE,AUTH_USE,2021.0,174.0,CATTLE,5/20,11/15,1360.0,1030.0,10188.010355,40741,LISCOM BUTTE,,,10065.010421,2295.0,1739.0
942,11506.0,JUDITH-MUSSELSHELL RANGER DISTRICT,4646696010602.0,40092,2/24/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,24.0,CATTLE,7/1,9/30,96.0,73.0,10565.010344,00417,LITTLE BELT CREEK,,,10039.010421,1514.0,1222.0
943,11506.0,JUDITH-MUSSELSHELL RANGER DISTRICT,4646713010602.0,40093,2/24/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,43.0,CATTLE,7/1,9/30,172.0,130.0,10565.010344,00417,LITTLE BELT CREEK,,,10067.010421,7955.0,6027.0
944,11506.0,JUDITH-MUSSELSHELL RANGER DISTRICT,4679253010602.0,40098,4/20/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,29.0,CATTLE,7/1,9/30,116.0,88.0,10565.010344,00417,LITTLE BELT CREEK,,,10074.010421,2816.0,2133.0
945,11506.0,JUDITH-MUSSELSHELL RANGER DISTRICT,4775018010602.0,40101,7/27/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,20.0,CATTLE,7/1,9/30,79.0,60.0,10565.010344,00417,LITTLE BELT CREEK,,,10070.010421,2864.0,2170.0
946,10204.0,BUTTE RANGER DISTRICT,4652259010602.0,90095A,3/7/2016,12/31/2025,ACTIVE,AUTH_USE,2021.0,194.0,CATTLE,6/16,10/1,909.0,689.0,10246.010349,90214,LITTLE BOULDER,,,10055.010421,540.0,409.0
947,11512.0,HELENA RANGER DISTRICT,5230405010602.0,20074,12/21/2017,12/31/2027,ACTIVE,AUTH_USE,2021.0,7.0,CATTLE,6/1,6/30,9.0,7.0,10076.010347,00322,LITTLE BUFFALO,,,10045.010421,501.0,380.0
948,11512.0,HELENA RANGER DISTRICT,5230405010602.0,20074,12/21/2017,12/31/2027,ACTIVE,AUTH_USE,2021.0,20.0,CATTLE,6/1,6/30,26.0,20.0,10076.010347,00322,LITTLE BUFFALO,,,10040.010421,1174.0,889.0
949,11512.0,HELENA RANGER DISTRICT,5230405010602.0,20074,12/21/2017,12/31/2027,ACTIVE,AUTH_USE,2021.0,43.0,CATTLE,6/1,6/30,55.0,42.0,10076.010347,00322,LITTLE BUFFALO,,,10062.010421,464.0,351.0
950,11104.0,YELLOWSTONE RANGER DISTRICT,6463917010602.0,20015T,7/24/2021,12/31/2021,ACTIVE,AUTH_USE,2021.0,60.0,CATTLE,8/15,10/6,139.0,105.0,10070.010364,00215,LITTLE COTTONWOOD,,,10061.010421,1696.0,1285.0
951,11507.0,BELT CREEK-WHITE SULPHUR SPRINGS RANGER DISTRICT,6144017010602.0,60038A,6/19/2020,12/31/2029,ACTIVE,AUTH_USE,2021.0,29.0,CATTLE,7/1,9/30,116.0,88.0,10637.010344,00633,LITTLE ELK,,,10063.010421,529.0,401.0
952,10203.0,WISDOM RANGER DISTRICT,5979194010602.0,20118B,12/16/2019,12/31/2029,ACTIVE,AUTH_USE,2021.0,5.0,CATTLE,7/20,9/17,15.0,10.0,10125.010349,20077,LITTLE LAKE CREEK,,,10076.010421,664.0,759.0
953,10203.0,WISDOM RANGER DISTRICT,5979194010602.0,20118B,12/16/2019,12/31/2029,ACTIVE,AUTH_USE,2021.0,110.0,CATTLE,7/20,9/17,286.0,217.0,10125.010349,20077,LITTLE LAKE CREEK,,,10079.010421,994.0,753.0
954,11104.0,YELLOWSTONE RANGER DISTRICT,4039551010602.0,20038,5/20/2014,12/31/2023,ACTIVE,AUTH_USE,2021.0,55.0,CATTLE,7/17,8/30,107.0,81.0,4714524.010602,00246,LITTLE MISSION CREEK,,,10071.010421,1740.0,1358.0
955,11182.0,BEARTOOTH RANGER DISTRICT,4650703010602.0,20014A,12/9/2015,12/31/2025,ACTIVE,AUTH_USE,2021.0,80.0,CATTLE,7/25,9/30,236.0,179.0,10068.010355,20851,LITTLE ROCKY,,,10066.010421,1188.0,900.0
956,11182.0,BEARTOOTH RANGER DISTRICT,4094234010602.0,20035,5/22/2014,12/31/2024,ACTIVE,AUTH_USE,2021.0,28.0,CATTLE,7/25,9/30,83.0,63.0,10068.010355,20851,LITTLE ROCKY,,,10051.010421,197.0,148.0
957,11506.0,JUDITH-MUSSELSHELL RANGER DISTRICT,3315351010602.0,60015,1/17/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,77.0,CATTLE,8/15,9/30,0.0,0.0,10654.010344,00651,LITTLE SNOWIES,,,10054.010421,718.0,544.0
958,11506.0,JUDITH-MUSSELSHELL RANGER DISTRICT,3315351010602.0,60015,1/17/2012,12/31/2021,ACTIVE,AUTH_USE,2021.0,208.0,CATTLE,6/1,9/30,584.0,834.0,10654.010344,00651,LITTLE SNOWIES,,,20820.010421,1558.0,1180.0
959,11605.0,PLAINS/THOMPSON FALLS RANGER DISTRICT,5261139010602.0,50002,2/22/2018,12/31/2027,ACTIVE,AUTH_USE,2021.0,110.0,CATTLE,6/15,9/15,444.0,336.0,10027.010354,00018,LITTLE THOMPSON,,,10060.010421,824.0,624.0
