,ADMIN_ORG,ADMIN_ORG_NAME,RMU_ID,RMU_NAME,RMU_STATUS,NEPA_DECISION_TYPE,NEPA_DECISION_DATE_APPROVED,SUFF_REVIEW_DATE,NEPA_SCHEDULE,NEPA_YR
1028,21507,HOLY CROSS RANGER DISTRICT,00709,CACHE CREEK,COMBINED,DECISION NOTICE/FONSI (EA),03/13/2009,,,2009.0
1029,20407,GUNNISON RANGER DISTRICT,00759,COTTONWOOD,VACANT,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1030,20706,WALL RANGER DISTRICT,00727,COTTONWOOD,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1031,20405,NORWOOD RANGER DISTRICT,00505,COTTONWOOD C&H,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
1032,21507,HOLY CROSS RANGER DISTRICT,00716,SOUTH FORK S&G,COMBINED,DECISION NOTICE/FONSI (EA),03/13/2009,,,2009.0
1033,20706,WALL RANGER DISTRICT,00724,COUNTYLINE,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1034,21507,HOLY CROSS RANGER DISTRICT,00718,TENNESSEE PASS,CLOSED,DECISION NOTICE/FONSI (EA),03/13/2009,,,2009.0
1035,41002,FERRON RANGER DISTRICT,00212,COVE MOUNTAIN S & G,ACTIVE,DECISION NOTICE/FONSI (EA),12/18/1996,09/22/2010,,1996.0
1036,21507,HOLY CROSS RANGER DISTRICT,00728,BERRY CREEK,COMBINED,DECISION NOTICE/FONSI (EA),03/13/2009,,,2009.0
1037,21510,DILLON RANGER DISTRICT,00024,CORRAL,COMBINED,DECISION NOTICE/FONSI (EA),03/13/2009,,,2009.0
1038,21510,DILLON RANGER DISTRICT,00028,SEARLE,COMBINED,DECISION NOTICE/FONSI (EA),03/13/2009,,,2009.0
1039,20603,HAHNS PEAK/BEARS EARS RANGER DISTRICT,03309,COW CAMP,ACTIVE,DECISION NOTICE/FONSI (EA),04/11/1996,,,1996.0
1040,11183,SIOUX RANGER DISTRICT,30771,COX,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1041,61024,HIGH CASCADES RANGER DISTRICT,00R23,CRATER CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),04/15/1996,,2022.0,1996.0
1042,20705,FALL RIVER RANGER DISTRICT,00311,CRESTON,ACTIVE,DECISION NOTICE/FONSI (EA),04/08/1996,,,1996.0
1043,41401,MINIDOKA RANGER DISTRICT,10008,CROSS CREEK C&H,ACTIVE,DECISION NOTICE/FONSI (EA),06/21/1996,03/04/2010,,1996.0
1044,11184,ASHLAND RANGER DISTRICT,40687,CUB CREEK - A+E,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1045,50558,ORLEANS/UKONOM RANGER DISTRICT,00068,CUDDIHY,VACANT,DECISION NOTICE/FONSI (EA),06/04/1996,,2022.0,1996.0
1046,20407,GUNNISON RANGER DISTRICT,00713,DALY DAWSON,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1047,11407,CABINET RANGER DISTRICT,00710,DEAD HORSE,ACTIVE,DECISION NOTICE/FONSI (EA),07/18/1996,,,1996.0
1048,50555,SCOTT RIVER RANGER DISTRICT,00029,DEADWOOD,ACTIVE,DECISION NOTICE/FONSI (EA),09/17/1996,,,1996.0
1049,61631,WHITMAN RANGER DISTRICT,00006,DEAN-HUCK,ACTIVE,DECISION NOTICE/FONSI (EA),06/30/1996,,,1996.0
1050,11184,ASHLAND RANGER DISTRICT,40744,DEER CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1051,20603,HAHNS PEAK/BEARS EARS RANGER DISTRICT,03329,DEVILS SLIDE,ACTIVE,DECISION NOTICE/FONSI (EA),02/28/1996,,,1996.0
1052,60402,EMIGRANT CREEK RANGER DISTRICT,00034,DEVINE,ACTIVE,DECISION NOTICE/FONSI (EA),01/22/1996,,2025.0,1996.0
1053,30605,WILDERNESS RANGER DISTRICT,00502,DIAMOND BAR,VACANT,RECORD OF DECISION (EIS),08/30/1996,,,1996.0
1054,21306,PAGOSA RANGER DISTRICT,13716,DIVIDE PARK,ACTIVE,DECISION NOTICE/FONSI (EA),04/13/1996,,,1996.0
1055,20407,GUNNISON RANGER DISTRICT,00714,DOME,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1056,20402,GRAND VALLEY RANGER DISTRICT,00204,DOMINGUEZ,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
1057,20407,GUNNISON RANGER DISTRICT,00913,DRY BASIN,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1058,10208,PINTLER RANGER DISTRICT,90106,DRY COTTONWOOD,ACTIVE,DECISION NOTICE/FONSI (EA),01/23/1996,,,1996.0
1059,20406,OURAY RANGER DISTRICT,00611,DRY FORK C&H,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
1060,41903,HEBER-KAMAS RANGER DISTRICT,00316,DRY HOLLOW,ACTIVE,DECISION NOTICE/FONSI (EA),03/12/1996,,,1996.0
1061,50551,OAK KNOLL RANGER DISTRICT,00003,DRY LAKE,ACTIVE,DECISION NOTICE/FONSI (EA),09/17/1996,,2022.0,1996.0
1062,41002,FERRON RANGER DISTRICT,00213,DUCK FORK S & G,ACTIVE,DECISION NOTICE/FONSI (EA),02/08/1996,09/23/2010,,1996.0
1063,20706,WALL RANGER DISTRICT,00752,DUGOUT DRAW,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1064,20601,YAMPA RANGER DISTRICT,01524,DUNCKLEY,ACTIVE,DECISION NOTICE/FONSI (EA),05/17/1996,,,1996.0
1065,20705,FALL RIVER RANGER DISTRICT,00312,DUSTMAN,ACTIVE,DECISION NOTICE/FONSI (EA),04/08/1996,,,1996.0
1066,50555,SCOTT RIVER RANGER DISTRICT,00030,EAGLE CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),09/30/1996,,2025.0,1996.0
1067,20407,GUNNISON RANGER DISTRICT,00715,EAST BEAVER,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1068,41551,DUBOIS RANGER DISTRICT,00107,EAST BEAVER CATTLE & SHEEP C&H,ACTIVE,DECISION NOTICE/FONSI (EA),06/01/1996,,2019.0,1996.0
1069,10204,BUTTE RANGER DISTRICT,90207,EAST BUTTE,VACANT,DECISION NOTICE/FONSI (EA),12/31/1996,,,1996.0
1070,11184,ASHLAND RANGER DISTRICT,40722,EAST FORK,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1071,21306,PAGOSA RANGER DISTRICT,13714,EAST FORK/PIEDRA RIVER,ACTIVE,DECISION NOTICE/FONSI (EA),06/04/1996,,,1996.0
1072,11184,ASHLAND RANGER DISTRICT,40723,EAST HOME,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1073,41551,DUBOIS RANGER DISTRICT,00137,EAST INDIAN - MODOC S&G,ACTIVE,DECISION NOTICE/FONSI (EA),06/01/1996,,2019.0,1996.0
1074,11403,FORTINE RANGER DISTRICT,00301,EDNA CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),02/06/1996,,,1996.0
1075,11184,ASHLAND RANGER DISTRICT,40714,ELK CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1076,11184,ASHLAND RANGER DISTRICT,40725,ELK RIDGE,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1077,20705,FALL RIVER RANGER DISTRICT,00314,ELKHORN,ACTIVE,DECISION NOTICE/FONSI (EA),04/08/1996,,,1996.0
1078,41401,MINIDOKA RANGER DISTRICT,02026,FALL-SWANTY C&H,ACTIVE,DECISION NOTICE/FONSI (EA),05/10/1996,,,1996.0
1079,20706,WALL RANGER DISTRICT,00725,FIFTEEN CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1080,11184,ASHLAND RANGER DISTRICT,40726,FIFTEEN MILE,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1081,10204,BUTTE RANGER DISTRICT,90209,FISH CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),08/20/1996,,,1996.0
1082,40302,BIG PINEY RANGER DISTRICT,02002,FISH CREEK C&H,ACTIVE,DECISION NOTICE/FONSI (EA),02/01/1996,,,1996.0
1083,20706,WALL RANGER DISTRICT,00710,FLAT TOP BUTTE,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1084,20603,HAHNS PEAK/BEARS EARS RANGER DISTRICT,03327,FLOYD CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),02/28/1996,,,1996.0
1085,20405,NORWOOD RANGER DISTRICT,00507,FORTY-SEVEN C&H,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
1086,11607,SUPERIOR RANGER DISTRICT,00123,FOUR MILE,ACTIVE,DECISION NOTICE/FONSI (EA),04/16/1996,,2019.0,1996.0
1087,41701,CARSON RANGER DISTRICT,10116,FREDRICKSBURG C&H,ACTIVE,RECORD OF DECISION (EIS),03/17/1996,,,1996.0
1088,30201,CANJILON RANGER DISTRICT,00107,FRENCHY-JUAQUIN,ACTIVE,DECISION NOTICE/FONSI (EA),03/25/1996,,2022.0,1996.0
1089,41908,SPANISH FORK RANGER DISTRICT,00818,AULT (COMBINED),COMBINED,DECISION NOTICE/FONSI (EA),03/16/1994,09/27/2012,,1994.0
1090,31205,PLEASANT VALLEY RANGER DISTRICT,00072,FRIO CANYON,ACTIVE,DECISION NOTICE/FONSI (EA),01/30/1996,,2028.0,1996.0
1091,11183,SIOUX RANGER DISTRICT,30778,FULLER,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1092,60101,BEND/FORT ROCK RANGER DISTRICT,03005,GEBHARDT WELL,ACTIVE,DECISION NOTICE/FONSI (EA),09/17/1996,,,1996.0
1093,31205,PLEASANT VALLEY RANGER DISTRICT,00065,GENTRY MOUNTAIN,ACTIVE,DECISION NOTICE/FONSI (EA),01/30/1996,,2025.0,1996.0
1094,10208,PINTLER RANGER DISTRICT,90302,GEORGETOWN ELK CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),01/12/1996,,,1996.0
1095,41404,SAWTOOTH NATIONAL RECREATION AREA,46100,GOAT CREEK C&H,ACTIVE,DECISION NOTICE/FONSI (EA),12/31/1996,,,1996.0
1096,20705,FALL RIVER RANGER DISTRICT,00321,GORSUCH,VACANT,DECISION NOTICE/FONSI (EA),04/08/1996,,,1996.0
1097,20407,GUNNISON RANGER DISTRICT,00915,GOTHIC,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1098,10206,MADISON RANGER DISTRICT,20137,GRANITE CREEK,VACANT,DECISION NOTICE/FONSI (EA),12/17/1996,,,1996.0
1099,50555,SCOTT RIVER RANGER DISTRICT,00033,GRANITE FOX,VACANT,DECISION NOTICE/FONSI (EA),09/30/1996,,2019.0,1996.0
1100,30905,VERDE RANGER DISTRICT,00507,GRAPEVINE,ACTIVE,DECISION NOTICE/FONSI (EA),01/08/1996,,2022.0,1996.0
1101,60601,BARLOW RANGER DISTRICT,R0200,GRASSHOPPER,VACANT,DECISION NOTICE/FONSI (EA),09/30/1996,,,1996.0
1102,20706,WALL RANGER DISTRICT,00715,GRASSY FLATS/CEDAR,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1103,11407,CABINET RANGER DISTRICT,00709,GREEN MOUNTAIN,VACANT,DECISION NOTICE/FONSI (EA),07/18/1996,,,1996.0
1104,41551,DUBOIS RANGER DISTRICT,00110,GROUSE CANYON C&H,ACTIVE,DECISION NOTICE/FONSI (EA),06/01/1996,09/27/2013,2025.0,1996.0
1105,11183,SIOUX RANGER DISTRICT,30781,GUNDLACH,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1106,20406,OURAY RANGER DISTRICT,00603,BOILER C&H,COMBINED,DECISION NOTICE/FONSI (EA),03/20/2009,,,2009.0
1107,20406,OURAY RANGER DISTRICT,00604,BOX FACTORY C&H,COMBINED,DECISION NOTICE/FONSI (EA),03/20/2009,,,2009.0
1108,11183,SIOUX RANGER DISTRICT,30782,HAIVALA,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1109,10208,PINTLER RANGER DISTRICT,90114,HALL,ACTIVE,,01/18/1996,,,1996.0
1110,10201,DILLON RANGER DISTRICT,20213,HARKNESS,VACANT,DECISION NOTICE/FONSI (EA),12/31/1996,,,1996.0
1111,11104,YELLOWSTONE RANGER DISTRICT,00113,HAWLEY,ACTIVE,DECISION NOTICE/FONSI (EA),07/20/1996,,,1996.0
1112,40101,FLAMING GORGE RANGER DISTRICT,00133,HENRYS FORK BOTTOM,ACTIVE,DECISION NOTICE/FONSI (EA),01/17/1996,09/25/2008,,1996.0
1113,20406,OURAY RANGER DISTRICT,00627,SECTION 25 C&H,COMBINED,DECISION NOTICE/FONSI (EA),03/20/2009,,,2009.0
1114,20706,WALL RANGER DISTRICT,00729,HIGHWAY 73,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1115,61606,LA GRANDE RANGER DISTRICT,00067,HOOTIN ROCK,ACTIVE,DECISION NOTICE/FONSI (EA),06/30/1996,,,1996.0
1116,20601,YAMPA RANGER DISTRICT,01507,HORSE CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),04/25/1996,,,1996.0
1117,50551,OAK KNOLL RANGER DISTRICT,00006,HORSE CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),09/17/1996,,2022.0,1996.0
1118,11104,YELLOWSTONE RANGER DISTRICT,00115,HUBBLE,ACTIVE,DECISION NOTICE/FONSI (EA),02/15/1996,,,1996.0
1119,20301,BEARLODGE RANGER DISTRICT,00124,IDOL,ACTIVE,DECISION NOTICE/FONSI (EA),04/03/1996,,,1996.0
1120,61405,NORTH FORK JOHN DAY RANGER DISTRICT,01300,INDIAN CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),02/08/1996,,,1996.0
1121,50555,SCOTT RIVER RANGER DISTRICT,00036,INDIAN CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),09/30/1996,,,1996.0
1122,40302,BIG PINEY RANGER DISTRICT,02003,INDIAN-SPRINGMAN C&H,ACTIVE,DECISION NOTICE/FONSI (EA),02/01/1996,,,1996.0
1123,20706,WALL RANGER DISTRICT,00720,INTERIOR,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1124,20706,WALL RANGER DISTRICT,00736,JACKRABBIT DRAW,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1125,30503,SIERRA VISTA RANGER DISTRICT,00330,MILLER CANYON,CLOSED,DECISION NOTICE/FONSI (EA),03/21/2007,,,2007.0
1126,41908,SPANISH FORK RANGER DISTRICT,00806,JACOB/BALDY,ACTIVE,DECISION NOTICE/FONSI (EA),04/09/1996,,,1996.0
1127,11183,SIOUX RANGER DISTRICT,30785,J-B,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1128,20705,FALL RIVER RANGER DISTRICT,00329,JLA,ACTIVE,DECISION NOTICE/FONSI (EA),04/08/1996,,,1996.0
1129,20706,WALL RANGER DISTRICT,00705,KADOKA LAKE,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1130,20706,WALL RANGER DISTRICT,00728,KADOKA SOUTH,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1131,11511,TOWNSEND RANGER DISTRICT,00143,KEENE,ACTIVE,DECISION NOTICE/FONSI (EA),12/19/1996,,,1996.0
1132,20406,OURAY RANGER DISTRICT,00619,KELSO C&H,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
1133,11183,SIOUX RANGER DISTRICT,30790,KERR-WHITNEY,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1134,11184,ASHLAND RANGER DISTRICT,40729,KING CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1135,11605,PLAINS/THOMPSON FALLS RANGER DISTRICT,00009,KNOWLES CREEK,VACANT,DECISION NOTICE/FONSI (EA),03/19/1996,,2022.0,1996.0
1136,11183,SIOUX RANGER DISTRICT,30791,KORTUM,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1137,40301,KEMMERER RANGER DISTRICT,01028,LABARGE CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),01/18/1996,,2019.0,1996.0
1138,30206,TRES PIEDRAS RANGER DISTRICT,00607,LAGUNITAS,ACTIVE,DECISION NOTICE/FONSI (EA),04/08/1996,,2019.0,1996.0
1139,11403,FORTINE RANGER DISTRICT,00304,LAKE CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),02/06/1996,,,1996.0
1140,30207,QUESTA RANGER DISTRICT,00715,LAKEFORK-BALDY,ACTIVE,DECISION NOTICE/FONSI (EA),09/04/1996,,2019.0,1996.0
1141,41551,DUBOIS RANGER DISTRICT,00119,SLATE BASIN C&H (COMBINED),COMBINED,DECISION MEMO (CE),03/22/2006,,2022.0,2006.0
1142,41005,MONTICELLO RANGER DISTRICT,00511,LAKES/SOUTH PEAK,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1143,41551,DUBOIS RANGER DISTRICT,00127,CEDAR POINT-EIGHTMILE S&G,CLOSED,DECISION MEMO (CE),03/22/2006,,2022.0,2006.0
1144,40802,FREMONT RIVER RANGER DISTRICT,02001,LAST CHANCE,ACTIVE,DECISION NOTICE/FONSI (EA),07/24/1996,,,1996.0
1145,20402,GRAND VALLEY RANGER DISTRICT,00209,LEROUX CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),10/09/1996,,,1996.0
1146,41551,DUBOIS RANGER DISTRICT,00156,SCOTT CANYON S&G (COMBINED),COMBINED,DECISION MEMO (CE),03/22/2006,,,2006.0
1147,20705,FALL RIVER RANGER DISTRICT,00332,LIKEWISE,ACTIVE,DECISION NOTICE/FONSI (EA),04/08/1996,,,1996.0
1148,60401,BLUE MOUNTAIN RANGER DISTRICT,00107,AUSTIN-COMBINED,COMBINED,DECISION MEMO (CE),03/22/2007,,2019.0,2007.0
1149,20603,HAHNS PEAK/BEARS EARS RANGER DISTRICT,03118,LITTLE BEAR,ACTIVE,DECISION NOTICE/FONSI (EA),04/11/1996,,,1996.0
1150,41203,NEW MEADOWS RANGER DISTRICT,00316,SHORTS BAR S&G (CLOSED),CLOSED,DECISION MEMO (CE),03/22/2018,,,2018.0
1151,20706,WALL RANGER DISTRICT,00703,LITTLE BUFFALO,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1152,40101,FLAMING GORGE RANGER DISTRICT,00108,LITTLE DAVENPORT,ACTIVE,DECISION NOTICE/FONSI (EA),04/02/1996,09/25/2008,,1996.0
1153,41401,MINIDOKA RANGER DISTRICT,02010,LITTLE FORK S&G,ACTIVE,DECISION NOTICE/FONSI (EA),05/10/1996,,,1996.0
1154,40301,KEMMERER RANGER DISTRICT,01014,LITTLE WHITE CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),01/18/1996,,,1996.0
1155,20706,WALL RANGER DISTRICT,00726,LONE CEDAR,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1156,41005,MONTICELLO RANGER DISTRICT,00508,LONG CANYON,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1157,20407,GUNNISON RANGER DISTRICT,00717,LONGBRANCH,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1158,20407,GUNNISON RANGER DISTRICT,00918,LOST CANYON,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1159,40804,RICHFIELD RANGER DISTRICT,04005,LOST CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),03/19/1996,06/10/2009,,1996.0
1160,20601,YAMPA RANGER DISTRICT,01511,LOWER SILVER CREEK,VACANT,DECISION NOTICE/FONSI (EA),05/17/1996,,2022.0,1996.0
1161,10204,BUTTE RANGER DISTRICT,90409,LOWLANDS,ACTIVE,DECISION NOTICE/FONSI (EA),12/31/1996,,,1996.0
1162,50956,DOUBLEHEAD RANGER DISTRICT,A5608,MAMMOTH,ACTIVE,DECISION NOTICE/FONSI (EA),10/11/1996,,2028.0,1996.0
1163,41551,DUBOIS RANGER DISTRICT,00148,MAMMOTH-COAL KILN C&H,ACTIVE,DECISION NOTICE/FONSI (EA),06/01/1996,09/27/2013,,1996.0
1164,50955,DEVILS GARDEN RANGER DISTRICT,A5517,PIT RIVER,CLOSED,DECISION NOTICE/FONSI (EA),03/24/1993,,,1993.0
1165,41001,SANPETE RANGER DISTRICT,00104,MANTI CANYON C & H,ACTIVE,DECISION NOTICE/FONSI (EA),03/01/1996,,,1996.0
1166,10208,PINTLER RANGER DISTRICT,90314,MARSHALL CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),01/17/1996,,,1996.0
1167,11106,BOZEMAN RANGER DISTRICT,00626,GOOSE CREEK - COMBINED,COMBINED,DECISION NOTICE/FONSI (EA),03/24/2000,,,2000.0
1168,20706,WALL RANGER DISTRICT,00711,MARTIN DAM,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1169,10201,DILLON RANGER DISTRICT,20102,MEADOW CREEK C&H,ACTIVE,DECISION NOTICE/FONSI (EA),12/31/1996,,,1996.0
1170,41404,SAWTOOTH NATIONAL RECREATION AREA,46200,MEADOW CREEK C&H,VACANT,DECISION NOTICE/FONSI (EA),12/31/1996,,,1996.0
1171,41203,NEW MEADOWS RANGER DISTRICT,00314,ELK LAKE C&H (COMBINED),COMBINED,DECISION NOTICE/FONSI (EA),03/25/1982,,,1982.0
1172,10303,SULA RANGER DISTRICT,00308,MEDICINE TREE,ACTIVE,DECISION NOTICE/FONSI (EA),01/26/1996,,,1996.0
1173,21306,PAGOSA RANGER DISTRICT,13715,MIDDLE FORK,ACTIVE,DECISION NOTICE/FONSI (EA),04/13/1996,,,1996.0
1174,622,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,00007,SANDY RIVER DELTA,CLOSED,RECORD OF DECISION (EIS),03/25/1996,,,1996.0
1175,41003,PRICE RANGER DISTRICT,00347,WATER HOLLOW S & G (COMBINED),COMBINED,DECISION NOTICE/FONSI (EA),03/25/1997,,,1997.0
1176,41003,PRICE RANGER DISTRICT,00351,YELLOWBRUSH S & G (COMBINED),COMBINED,DECISION NOTICE/FONSI (EA),03/25/1997,,,1997.0
1177,20601,YAMPA RANGER DISTRICT,01512,MIDDLE HUNT CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),05/17/1996,,,1996.0
1178,50555,SCOTT RIVER RANGER DISTRICT,00040,MIDDLE TOMPKINS,VACANT,DECISION NOTICE/FONSI (EA),09/30/1996,,2022.0,1996.0
1179,11104,YELLOWSTONE RANGER DISTRICT,00218,MILL CREEK,VACANT,DECISION NOTICE/FONSI (EA),06/14/1996,,2019.0,1996.0
1180,41701,CARSON RANGER DISTRICT,10115,MILLBERRY C&H,ACTIVE,RECORD OF DECISION (EIS),03/17/1996,,,1996.0
1181,20407,GUNNISON RANGER DISTRICT,00720,MINERAL CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1182,20407,GUNNISON RANGER DISTRICT,00721,MONCHEGO,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1183,11183,SIOUX RANGER DISTRICT,30796,MOODY,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1184,11107,HEBGEN LAKE RANGER DISTRICT,00719,MOOSE,ACTIVE,DECISION NOTICE/FONSI (EA),01/23/1996,,,1996.0
1185,11106,BOZEMAN RANGER DISTRICT,00636,MOOSE CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),09/18/1996,,,1996.0
1186,20601,YAMPA RANGER DISTRICT,01528,MOUNT ORNO,ACTIVE,DECISION NOTICE/FONSI (EA),05/17/1996,,,1996.0
1187,60402,EMIGRANT CREEK RANGER DISTRICT,00039,MUDDY,ACTIVE,DECISION NOTICE/FONSI (EA),01/08/1996,,2025.0,1996.0
1188,10201,DILLON RANGER DISTRICT,20105,MUDDY CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),01/31/1996,,,1996.0
1189,20402,GRAND VALLEY RANGER DISTRICT,00212,MUDHOLES/LAKES,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
1190,11511,TOWNSEND RANGER DISTRICT,00114,MULE CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),12/19/1996,,,1996.0
1191,20402,GRAND VALLEY RANGER DISTRICT,00213,MUSSER,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
1192,60402,EMIGRANT CREEK RANGER DISTRICT,00040,MYRTLE,ACTIVE,DECISION NOTICE/FONSI (EA),08/16/1996,,2025.0,1996.0
1193,11183,SIOUX RANGER DISTRICT,30799,NEEDMORE,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1194,61707,WENATCHEE RIVER RANGER DISTRICT,00T14,NO 2 CANYON,ACTIVE,DECISION NOTICE/FONSI (EA),04/09/1996,,,1996.0
1195,41903,HEBER-KAMAS RANGER DISTRICT,00338,NOBLETTS,ACTIVE,DECISION NOTICE/FONSI (EA),03/12/1996,,,1996.0
1196,11183,SIOUX RANGER DISTRICT,30800,NORTH ASHCROFT,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1197,10204,BUTTE RANGER DISTRICT,90226,NORTH BULL MOUNTAIN,ACTIVE,,12/31/1996,,,1996.0
1198,20706,WALL RANGER DISTRICT,00716,NORTH CEDAR,ACTIVE,DECISION NOTICE/FONSI (EA),07/30/1996,,,1996.0
1199,40302,BIG PINEY RANGER DISTRICT,02005,NORTH COTTONWOOD C&H,ACTIVE,DECISION NOTICE/FONSI (EA),12/19/1996,,,1996.0
1200,41005,MONTICELLO RANGER DISTRICT,00512,NORTH CREEK,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,2025.0,1996.0
1201,11184,ASHLAND RANGER DISTRICT,40712,NORTH LYON,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1202,40104,DUCHESNE RANGER DISTRICT,00324,BEAVER (UINTA ADMIN) CLOSED,CLOSED,DECISION MEMO (CE),03/27/2006,,,2006.0
1203,10206,MADISON RANGER DISTRICT,20189,NORTH MEADOW,ACTIVE,DECISION NOTICE/FONSI (EA),12/17/1996,,,1996.0
1204,40302,BIG PINEY RANGER DISTRICT,02006,NORTH PINEY C&H,ACTIVE,DECISION NOTICE/FONSI (EA),02/01/1996,,,1996.0
1205,11183,SIOUX RANGER DISTRICT,30802,NORTH RANGE,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1206,20407,GUNNISON RANGER DISTRICT,00732,NORTH TOMICHI DOME,ACTIVE,DECISION NOTICE/FONSI (EA),03/15/1996,,,1996.0
1207,11183,SIOUX RANGER DISTRICT,30804,NORTH WILLARD,ACTIVE,DECISION NOTICE/FONSI (EA),03/08/1996,,,1996.0
1208,10206,MADISON RANGER DISTRICT,20161,NUGGET,ACTIVE,DECISION NOTICE/FONSI (EA),12/17/1996,,,1996.0
